text,label
Power lunch (@ Lobo) http://4sq.com/rvwnU8,0.0
"@nationalgridus was looking to get one installed, what are the requirements for the rebate?",0.0
"When the power of love is greater than the love of power, the world will know peace.",0.0
"@nationalgridus any word on when power will be restored to Delanson/Duanesburg, NY? Been without power for nearly six hours. Thanks!",1.0
Carrie Underwood just tried to over power Tony Bennett!! Not good!,0.0
"Proposal Engineer - Power-Gas-HRSG - #Windsor , CT (http://tinyurl.com/cgke4w8 ) Get Oil and Gas Jobs #OilandGas #jobs #job #GetAllJobs",0.0
"@BrianCHouston 
 The Power Of Love 1 Corinthians 13",0.0
*<$>* ($$$)*<$>* Mon$Y Power & Respect...is all we truly WANT,0.0
@nationalgridus what does that tell us?  Nothing!  Haven't had power for 27 hours and nobody is telling us anything!,1.0
"An hour after storms and tornado warnings pass through and all is calm, now we lose power. Go figure. #fb",1.0
RT @nationalgridus Our #Northborough #MA bldg received a Gold-level LEED cert for its renovated facility #energy http://bit.ly/vs0Iv9 ,0.0
Spring-like sunny day in January in Boston= surprise storm with 2 ft of snow in April. Who's with me?  #wtfweather,0.0
"NYC prepared for winter storm, deals with dusting http://bit.ly/fQbzmY via http://outside.in/10701",0.0
"RT @rinpr: 1 year ago today, Tropical Storm Irene hit RI. Now Nat Grid says they have plan to better allocate resources http://www.publicbroadcasting.net/wrni/news.newsmain/article/0/13/1945877/Top.Stories/National.Grid.says.it%E2%80%99s.learned.from.TS.Irene …",0.0
The Granite Geek is a fan of CFLs and LED bulbs... How about you!? http://psnh.info/rXKsPD ,0.0
RT @nationalgridus: Stay safe during the hurricane and storm with these safety tips http://bit.ly/qiYnRr  #irene,0.0
@BuckEatsBurgers  the power of OH DAKOTAAAA kept you alive,0.0
"With all the awful things happening in the world, how can anyone believe in a ""higher power""",0.0
RT @lynnergy_b: RT @nationalgridus: National Mall’s Historic Lamps Upgrade to Energy-Efficient LEDs http://bit.ly/xlUuz5  #energyefficiency,0.0
We love our sponsors: @followMFS @NationalGridUS @StateStreet @summit_partners @Westfield_Cap,0.0
can someone ask #6 to marry me Ty :) “@RunnerSpace_com: A storm is brewin' at New Balance Nationals http://yfrog.com/hs6ixptcj ”,0.0
"“@benjybenjy: To anyone else hearing this storm in Pittsburgh:  Just remember, we're ""Thunder Buddies.""” @cottercm",0.0
Storm before the calm,0.0
"""We're not trying to hold you hostage"" would be a catchy slogan @nationalgridus #customerservitude",0.0
@nationalgridus you make it seem like its in a families contingency plan that we can afford a hotel. 20 degrees & stuck in Billerica,0.0
On the blackout express w Gregory kimball. Wish @christy1444 were here w us. She's missing out.,0.0
Need to power through this afternoon! (@ Starbucks w/ 2 others) http://4sq.com/feGQlD,0.0
Setting up resource center for Back Bay customers with questions:  http://bo.st/FQkBQE ,0.0
@nationalgridus what is that to which you are referring please.,0.0
@cpt_otherguy Saw your tweet. Tweet us back if you need assistance today.,0.0
"But for some, the hardest kind of power to give up is the power to control their own desires",0.0
Report outages so @nationalgridus can fix it. Or you can complain on Facebook. Whatever.,1.0
@Mermaidmaybe @nationalgridus make that 26 LIVE WIRES where are you????????!??!!?!?!?!?,1.0
@TimW2JIG Thank you! Stay safe.,0.0
just lost power,1.0
@Annotto We've just posted a restoration report for #MA accessible here http://bit.ly/n93w9j ,1.0
blackout at donut plant! http://lockerz.com/s/156229372,0.0
"Tom King, our president, was named a #DiversityJournal 2012 #CEO Leadership in Action award winner",0.0
@BostonFire Live power line concern on Dorchester Ave fuel spill. Public Works on scene. Will affect AM rush @NECNpic.twitter.com/48xJjsdD,1.0
MT @nationalgridus: Our goal is to provide a.m. report on outage restoration. Know lots of Q's Working on answers for all of you. #MAIrene,1.0
@mrsbro_ You're welcome. Stay safe.,0.0
"Can't wait to #VOTE in the AM! Obama, Warren, Q3 - ALL YES! Low-income, healthcare dependent, low interest school loan womyn of color #power",0.0
#Energy news: @NationalGridUS seeks $131mil rate hike; Bills would drop after surcharge expiration http://www.buffalonews.com/business/article831781.ece … @TheBuffaloNews,0.0
“@MadBurl: Hey @laurendifulvio and @victoriadeannn I'm feeling another power outage sleepover again” YESSSS hahahaaa,1.0
"Nymex Gas and Power Options Broker - New York, NY (http://tinyurl.com/4wffeox) Get Insurance Sales Jobs #InsuranceSales #jobs",0.0
@mooshii hold the home button and power button for like 20 secs until it just reboots.,0.0
Winter Storm Warning issued December 29 at 10:16PM EST until December 30 at 6:00AM EST by NWS Boston http://twitzip.com/alerts/57267,0.0
"$, power, respect & humble..<3",0.0
"“@osbornekojak: AFC Power Rankings 1. Texans , 2. Steelers , 3. Ravens , 4. Broncos and 5. Colts”/ #patriots 3, broncos 4...ravens r done...",0.0
@iammilton yea we do right now.. We having a power party.. Lol one of JC friends is hear. Feel free to come over papa. U have power?,0.0
"RT @nationalgridus: As part of the restoration process, it may be necessary to make excavations in the st. in front of a home. #NYSandy",1.0
"@nationalgridus any updates from crews in Mendon, MA?  Thanks for your hard work.",0.0
#GodIsNotGreat? Are we we serious ppl. People really need jesus. REPENT FOOL! The power of Christ compels you!,0.0
Power is out till like 930 #gonnadie #wtf,1.0
"NATIONAL WEATHER SERVICE, NY, NY: A WINTER STORM WATCH REMAINS IN EFFECT FROM FRIDAY MORNING THROUGH LATE FRIDAY NIGHT. #snowpocalypse #nyc",0.0
@tinabunny Got it. Let us know if you'd like us to tweet you the score!,0.0
Lynnfield Recycling Center Extends Hours For Storm Cleanup - http://bit.ly/W3Mhcj  #Lynnfield #Massachusetts,0.0
Yay for power being back in in Billerica,1.0
"@nationalgridus Thank you! The response was fast, the crews here this morning were great, and our power came back on abt 2 hours ago.",1.0
"Awesome day! Shopping, power walking Brooklyn and street boots that fit. #lifeisgood",0.0
Thanks to #bw11 sponsors @skanksausa @nationalgridus #guardianlife & everyone who came out to walk for the issues facing NYers in poverty.,0.0
@nationalgridus Is there a way to get updates on restoring power to a business?,1.0
"I'm at The Nuclear Power Plant (1294 West St Bathroom, Southington) http://4sq.com/Ahz0Mn",0.0
"@girl_ninja no, that was just for the storm",0.0
A clean furnace is a happy furnace. Change filters monthly to prevent breakdowns & increase #energyefficiency.,0.0
@nationalgridus what abt worcester no power there and no national grid trucks anywhere #bullshit,1.0
@alexia_storm good nite sweet dreams xoxo. Once your home u should send me a sexy pic of u. Please,0.0
Happy to serve as a team sponsor for the great work that @CityYearNH does!,0.0
"Till futher notice >>>On my r&b vibe ..feelin like Melvin Lindsey got my own ""quiet storm"" flow",0.0
Duh (@ XL Center for Barstool Blackout Foam Party and Foam w/ 4 others) http://4sq.com/Vph42M,0.0
"@nationalgridus any update for the Westford, MA area? at 101 Forge Village Rd, no power since sunday noon.  thanks!",1.0
"@WiseGuySports  snow storm in Green Bay, stay with Rodgers throwing or RGIII??",0.0
"""For God has not given us a spirit of fear, but of power and of love and of a sound mind."" 2 Timothy 1:7 #GoodMorning",0.0
Well I'm still poor and didn't win the Power Ball...booooo!!!,0.0
@nationalgridus nearly 120 hrs- for crying out loud fix the rest of #YewStreet #DouglasMA (100-234) I am tired of the din of generators,1.0
"Arendt+McLuhan: Identity is power. Loss of identity leads to violence. But violence can NOT restore identity, it only reinforces its loss.",0.0
RT @LIPAnews: Off-island Crews Arrive on #LongIsland - view video (Please RT!) http://bit.ly/U9OY59  #Sandy,0.0
@nationalgridus weird b/c all i have ever seen is assessing situation on those maps.,0.0
@nationalgridus we just lost power again,1.0
Next week is going to be a shit storm.,0.0
When you dont know what to do just pray! There is power in prayer! #prayer,0.0
Treated very rudely by a @nationalgridus cust service rep who refused me a supervisor/manager. Took my # & added me to yet another queue.,0.0
@FuckSocietyxx u should call me before all hell breaks lose wit dis storm,0.0
Power Problem for Man on Ventilator http://bit.ly/uOrVt3  via http://outside.in/07047,1.0
"@mgraca I think so. Though I haven't heard from @nationalgridus, I don't think it was anything major.",0.0
looking for estimated Secure Communities' restoration schedule@MassGovernor @massEEA @NationalGridUS @NSTAR_News,1.0
Blackout at dessert  @ Gaslight Brasserie Du Coin http://instagr.am/p/IiK1pdlgn2/,0.0
"@nationalgridus No computer - no work,  no fridge & no stove - no money to eat out. How about some power before I starve?",1.0
Today is #WorldAidsDay. Knowledge is power. Are you informed?,0.0
I'm at WINTER STORM WATCH http://4sq.com/h0zWam,0.0
@nationalgridus omg if we lose power 4a week after every snow storm we r screwed by national grid,1.0
"@EHinxman I disagree. They have had power guys in the past, but I believe they are getting away from that. Developing overall talent.",0.0
@joshua_simoneau Do you need immediate/emergency assistance?,0.0
Finals Week Made Me Grow Grey Hair on My Balls. Thank The Higher Power There is Only One Test Left.,0.0
Streets that have no power are mad #sketch to drive on at night .,1.0
#MA update: National Grid and crews from Canada helped restore service to over 70% of customers in #Rehoboth today.,1.0
Power up! Go team @nationalgridus  !,1.0
RT @EEGlobal2012 Come to #EEG2012 and be an #energy #efficiency policy & strategy leader http://bit.ly/A2gl4u ,0.0
Thanks all for the Twitter outage reports. We're collecting them & sharing them w/ our team. Thank you for ur patience. Stay safe & strong.,0.0
@nationalgridus Thanks! Can you please. Follow me? That  way I can provide the address by DM !!,0.0
I will cry if my power goes out  #hateyousandy #scared #needmyboyfriend,1.0
my buddy @PATZFAN2345 corrected me. All my #nationalgrid tweets should have went to @nationalgridus <~ so ya! You guys fucking #SUCK,0.0
"@mamamunky I don't have street level detail, but perhaps neighbor @chadhanley might know... #nhsandy",0.0
Yo @nationalgridus do ur job .WE HAVE NO POWER U RIFF RAFF RT @Lau_Lita Kinda funny to see ... Nobodys working at all either,1.0
"Power restored! Thank you friendly and informative #NSTAR lineman! Unfortunately, he confides transformer will have to replaced tomorrow...",1.0
No power for 5 to 7 days ! #WTF I hate @nationalgridus  !b,1.0
Just lost power in the office,1.0
"Panel: @BevDribin @ARAMARKNews, Evan Hochberg @DeloitteUS, Kathy McKim @ATTAspire, & Marcy Reed @nationalgridus, Andrea Taylor @Microsoft",0.0
@nationalgridus No you didn't. You lie. You are such liers.,0.0
Car n da shop got a nigga power walking,0.0
@nationalgridus @ngpowerofaction I think customers should be able to contribute ideas to improve processes as well.  Thnx 4 the tweet!,0.0
You are never given a dream without also being given the power to make it true.,0.0
@ziggyjzigs we have reports of trees down in your area. If you have no service please report outage at 1-800-662-7764. Thank you.,1.0
@nationalgridus What is the URL for this ETR update?,1.0
Gardening #energy tip: Place shade-producing plants in front of east & west facing windows to reduce need for air conditioning.,0.0
"If w/o power, please use safe alternative heat sources. Never use an oven or stove top to heat your home. #NYSandy",1.0
@galiberti @nationalgridus You're welcome. Hang in there.,0.0
#RI @PawSox fans: Thanks to all the individuals and teams who participated in the #PawSox 5K walk/run http://bit.ly/OPi7AO ,0.0
"I'm not afraid to take a shower in freezing water without power, I'm afraid to be showering and be locked in a windowless pitch black room..",1.0
Important to stay away from downed lines.  Report a #RI outage to National. Grid call 1-800-465-1212 #SandyRI @nationalgridus,1.0
in a self-imposed wireless blackout while testing (and enjoying) my cable tv connection. thanks iphone!,0.0
Power catchup with @ashleyarenson (@ Gemma at Bowery Hotel) http://4sq.com/UE85bC,0.0
"MT @tricia_nadolny: Storm damage in Hopkinton is sporadic, untouched spots and then this:http://twitpic.com/a90lth ",0.0
Bringing gas & supplies to the family back in NJ; they are expecting to be without power for the next 9 days,1.0
Energy is out! http://bit.ly/gzqfbB  ▸ Top stories today via @atmosenergy @nationalgridus @TrueEnergyHVAC,1.0
"#sandy Southern #linemen + contractors catch seniors' mugger, #NassauCounty cops say @LIPA #longisland @nationalgridus http://bit.ly/RSiFKQ ",0.0
H4277 [Update] AUTHORIZING THE CHANGE OF USE AND THE LEASE OF CERTAIN LAND IN THE TOWN OF LENOX FOR A SOLAR POWER... http://bitly.com/LW01kS,0.0
After all this time you still have this amazing power to make me feel absolutely crazy each time I see you,0.0
"Insert Chris Christie joke here. RT @jonvox: Holy shit, look at what the storm is doing to Columbus Circle http://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Stay-puft-marshmallow-man.jpg/300px-Stay-puft-marshmallow-man.jpg …",0.0
"Glad to have #DOCNYC tix for @tsathefilm + ""With Great Power: The Stan Lee Story."" Both sold out, as have 4 more. #NYC",0.0
Damnit. No power in SE corner of the South End,1.0
@laura_lags blackout experience round two.,0.0
@nationalgridus has the power back on here!,1.0
"@nationalgridus Any word on Worcester, MA 01605?",1.0
Sissy watching batting practice...  The calm before the storm as we almost got hit!  @ The Green Monster http://instagr.am/p/P4IaJjMYwh/,0.0
Assembly panel clears bill that would put amendment on ballot giving towns more power over  http://bit.ly/ftnLZ7 via http://outside.in/07052,0.0
@DiPreteEng designed new Osprey nest platform with help from @NationalGridUS and Natural Resources Services.,0.0
Malloy is hands on in storm handling http://bit.ly/hQsBuk via http://outside.in/06106,0.0
@papabearsgrowl We're working on getting Blackstone restored. Please stay safe as we continue our effort.,1.0
I need to get my power back I don't feel ad strong as I use too,0.0
In a snow storm NEVER park on the right side!!! (@ Tribeca Grand Hotel) http://picplz.com/FfdD,0.0
Yay woke up to no power -_-,1.0
@nationalgridus how long until we get power back on for western cranston 02921,1.0
"OK, @nationalgridus is the most incompetent company ever.They have now screwed me on 3 separate occasions. I wish there was an alternative.",0.0
"Goodnight Twitter worldd .!! (: I wonder if Power Bieber will still be a TT in the morning . Hopefully .!! Anyways ., Goodnitee .!! (;",0.0
"@simoncousins Thank you for the update, and for all of your assistance with your neighbor!",0.0
@power_crystals my first boner was Roseanne bar's ovulation episode. #SoHomo,0.0
We can't say it enough: We urge you to stay clear of any downed power lines & use space heaters or generators properly to avoid danger.,1.0
@nationalgridus @lipanews Why wasn't help on the way in preparation for this storm? Why r u always surprised at how bad these storms R?,1.0
"In the event of a natural gas emergency, call 1-800-490-0045 in #LongIsland & 1-718-643-4050 in #NYC. #Safety #NYSandy",0.0
@benutty feel so bad for you guys! I hope your power/subways/etc are back soon!,1.0
